******** File Generated by Toolkit.Premium coded by © Bigman - a.k.a Daniel Raban ********
~~~~~~~~ This file is best viewed in Microsoft Office Excel ~~~~~~~~
	LineIndex	Name	Level	Damage / M.S.T Lua Ref	Mana	Agility	Distance	TimeDelay	Req.Energy	Req.Level	Property	UseType	Brand	Req.Status[0]	Req.Status[1]	Req.Status[2]	Req.Status[3]	Req.Status[4]	Req.Status[5]	DW	BK	ELF	MG	DL	SUM	RF	GL	IconIndex	SkillType	v1	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28
	457	Magic Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	458	Drain Life Strengthener	35	22	57	0	6	0	93	0	5	4	214	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	459	Weakness Strengthener	93	3	55	17	6	4000	173	0	0	4	221	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	159	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	-1	-1	-1	-1	100
	460	Innovation Strengthener	111	3	77	17	6	4000	201	0	0	4	222	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	160	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	-1	-1	-1	-1	100
	461	Blind	0	0	115	25	3	5000	201	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	161	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	462	Drain Life Mastery	35	9	62	0	6	0	93	0	5	4	458	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	463	Blind Strengthener	0	1	126	27	3	5000	201	0	0	4	461	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	163	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	-1	-1	-1	100
	464		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	465	Stick Strengthener	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	466	Other World Tome Strengthener	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	467	Stick Mastery	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	468	Other World Tome Mastery	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	469	Berserker Strengthener	83	7	150	75	5	5000	181	0	0	4	218	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	2	1	0	1	0	-1	-1	-1	-1	100
	470	Berserker Proficiency	83	7	165	82	5	5000	181	0	0	4	469	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	2	1	0	1	0	-1	-1	-1	-1	100
	471	Minimum Wizardry/Curse Increase	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	472	Berserker Mastery	83	10	181	90	5	5000	181	0	0	4	470	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	2	1	0	1	0	-1	-1	-1	-1	100
	473	Maximum Wizardry/Curse Increase	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	474		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	475	Wing of Ruin Absorption PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	476	Wing of Ruin Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	477		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	478	Wing of Ruin Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	479	Cyclone Strengthener	0	4	9	0	2	0	0	0	4	4	22	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	179	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	-1	30	-1	165
	480	Lightning Strengthener	13	40	20	0	6	0	100	0	4	4	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	40	-1	180
	481	Twisting Slash Strengthener	0	40	10	10	2	0	0	0	4	4	41	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	512	1	-1	40	-1	150
	482	Power Slash Strengthener	0	17	15	0	5	0	100	0	4	4	56	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	182	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	514	1	-1	100	-1	125
	483	Flame Strengthener	35	17	55	0	6	0	100	0	1	4	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	-1	100	-1	120
	484	Blast Strengthener	80	17	165	0	6	0	150	0	4	4	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	150	-1	130
	485	Weapon Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	486	Inferno Strengthener	88	4	220	0	0	0	200	0	1	4	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	3	-1	90	-1	110
	487	Evil Spirit Strengthener	50	4	108	0	6	0	100	0	5	4	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	-1	150	-1	110
	488	Magic Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	489	Ice Strengthener	25	40	42	0	6	0	100	0	2	4	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	45	-1	150
	490	Fire Slash Strengthener	0	3	15	22	3	0	0	0	5	4	55	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	190	0	0	0	0	84	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	512	1	-1	150	-1	105
	491	Ice Mastery	25	1	46	0	6	0	100	0	2	4	489	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-1	45	-1	150
	492	Flame Strike Strengthener	0	4	30	37	3	0	0	0	1	4	236	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	512	1	-1	200	-1	135
	493	Fire Slash Mastery	0	7	17	24	3	0	0	0	5	4	490	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	193	0	0	0	0	84	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	-1	150	-1	105
	494	Flame Strike Mastery	0	7	33	40	3	0	0	0	1	4	492	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	512	1	-1	200	-1	135
	495	Earth Prison	0	26	180	15	0	5000	127	0	3	4	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	8	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	3	-1	200	-1	135
	496	Gigantic Storm Strengthener	220	3	132	11	6	0	118	0	4	4	237	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	3	-1	250	-1	115
	497	Earth Prison Strengthener	0	4	198	17	0	3000	127	0	3	4	495	0	0	0	0	0	0	3	0	0	3	0	0	0	0	9	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	1	-1	200	-1	135
	498		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	499		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	500		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	501		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	502		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	503		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	504	Emperor Cape Absorption PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	505	Emperor Cape Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	506	Adds Command Stat	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	507	Emperor Cape Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	508	Fire Burst Strengthener	74	4	25	0	6	0	20	0	1	4	61	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-1	100	-1	135
	509	Force Wave Strengthener	0	40	15	0	4	0	0	0	4	4	60	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-1	40	-1	160
	510	Dark Horse Strengthener (1)	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	511	Critical DMG Increase PowUp	82	3	75	75	0	0	25	300	0	4	64	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	0	1	0	-1	-1	-1	-1	100
	512	Earthshake Strengthener	0	4	0	75	10	10000	0	0	3	4	62	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	-1	-1	-1	-1	100
	513	Weapon Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	514	Fire Burst Mastery	74	1	27	0	6	0	20	0	1	4	508	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	100	-1	135
	515	Critical DMG Increase PowUp (2)	82	10	82	82	0	0	25	300	0	4	511	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	0	1	0	-1	-1	-1	-1	100
	516	Earthshake Mastery	0	1	0	75	10	10000	0	0	3	4	512	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	-1	-1	-1	-1	100
	517	Critical DMG Increase PowUp (3)	82	7	100	100	0	0	25	300	0	4	515	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	2	1	0	1	0	-1	-1	-1	-1	100
	518	Fire Scream Strengthener	102	22	45	11	6	0	32	70	1	4	78	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	-1	150	-1	115
	519	Electric Spark Strengthener	92	3	0	150	10	5000	29	340	4	4	65	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	-1	100	-1	100
	520	Fire Scream Mastery	102	5	49	12	6	0	32	70	1	4	518	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	-1	150	-1	115
	521	Iron Defense 	0	28	64	29	0	30000	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	2	1	0	1	0	-1	-1	-1	-1	100
	522	Critical DMG Increase Mastery	82	1	110	110	0	0	25	300	0	4	517	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	2	1	0	1	0	-1	-1	-1	-1	100
	523	Chaotic Diseier Strengthener	100	22	75	22	6	0	16	0	5	4	238	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	-1	150	-1	105
	524	Iron Defense Strengthener	0	3	70	31	0	30000	0	0	0	4	521	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	2	1	0	1	0	-1	-1	-1	-1	100
	525		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	526	Dark Spirit Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	527	Scepter Strengthener	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	528	Shield Strengthener	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	529	Use Scepter : Pet Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	530	Dark Spirit Strengthener (2)	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	531	Scepter Mastery	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	532	Shield Mastery	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	533	Command Attack Increase	0	20	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	534	Dark Spirit Strengthener (3)	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	535	Pet Durability Strengthener	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	536	Dark Spirit Strengthener (4)	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	537		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	538	Dark Spirit Strengthener (5)	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	539	Spirit Lord	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	540		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	541		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	542		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	543		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	544		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	545		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	546		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	548	Reigning Cloak Absorption PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	549	Reigning Cloak Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	550	Reigning Cloak Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	551	Killing Blow Strengthener	0	22	10	0	2	0	0	0	3	4	260	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	251	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	4	-1	100	-1	155
	552	Beast Uppercut Strengthener	0	22	10	0	2	0	0	0	1	4	261	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	252	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	4	-1	100	-1	155
	553		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	554	Killing Blow Mastery	0	1	10	0	2	0	0	0	3	4	551	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	254	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	-1	100	-1	155
	555	Beast Uppercut Mastery	0	1	10	0	2	0	0	0	1	4	552	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	4	-1	100	-1	155
	556	Def Success Rate Strengthener	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	557	Weapon Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	558	Chain Drive Strengthener	150	22	22	22	4	700	0	0	2	4	262	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1794	-1	-1	-1	-1	105
	559	Dark Side Strengthener	180	22	84	0	5	0	0	0	3	4	263	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	-1	-1	-1	115
	560	Dragon Roar Strengthener	150	22	60	33	3	700	0	0	3	4	264	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1792	-1	-1	-1	-1	100
	561	Dragon Roar Mastery	150	1	66	36	3	700	0	0	3	4	560	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1792	-1	-1	-1	-1	100
	562	Chain Drive Mastery	150	1	24	22	4	700	0	0	2	4	558	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1794	-1	-1	-1	-1	105
	563	Dark Side Mastery	180	0	92	0	6	0	0	0	3	4	559	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	-1	-1	-1	115
	564	Dragon Slasher Strengthener	200	22	110	110	4	3000	0	0	4	4	265	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1794	-1	-1	-1	-1	100
	565	Blood Howling	0	0	100	200	0	120000	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	265	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	-1	-1	-1	-1	100
	566	Dragon Slasher Mastery	200	38	121	121	4	3000	0	0	4	4	564	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1794	-1	-1	-1	-1	100
